id_senha,agencia,codigo_agencia,numero_balcao,tipo_servico,data_atendimento,hora_chegada,hora_atendimento,hora_fim,tempo_espera_min,tempo_atendimento_min,status_atendimento,prioridade,funcionario_id,capacidade_balcao,observacoes
SNH0002198,Ingombota,KXM-ING,2,Pagamento de Serviços,2025-03-31,13:48,15:02,15:10,74,8,Reagendado,Empresa,FUN0018,4,Falta de documentos
SNH0005553, Cazenga,KXM-BEN,2,Tranferência,15/03/2025,09:59,11:33,11:47,94,14,Atendido,Empresa,FUN0021,4,Sem energia - sistema reiniciado
SNH0001407,Viana,KXM-VIA,2,deposito,2025-01-20,13:30,14:38,14:49,68,11,Atendido,Gestante,FUN0014,4,Sem energia - sistema reiniciado
SNH0008731,Viana,KXM-VIA,4,Actualização de Dados,2025-03-17,13:17,14:45,14:59,88,14,Atendido,Normal,FUN0008,4,Falta de documentos
SNH0011591,Samba,KXM-SAM,1,Levantamento,07/01/2025,14:58,15:12,15:42,516,30,Atendido,Normal,FUN0002,4,Sem energia - sistema reiniciado
SNH0013913,Samba,KXM-SAM,1,Actualização de Dados,2025-01-27,10:52,12:47,13:14,115,27,Atendido,Normal,FUN0036,4,
SNH0001481,Samba,KXM-SAM,4,Abertura de Conta,2025-03-10,13:53,15:02,15:14,69,12,Atendido,Empresa,FUN0039,4,
SNH0014639,Benfica,KXM-BEN,2,Abertura de Conta,20-01-2025,10:49,11:50,12:06,-4,16,Atendido,Normal,FUN0028,4,Atendimento prioritário solicitado
SNH0014794,Ingombota,KXM-ING,3,Depósito,2025-01-18,09:02,10:24,11:08,82,44,Atendido,Idoso,FUN0037,4,Problema com o cartão
SNH0016554,Viana,KXM-VIA,3,Abertura de Conta,21/02/2025,11:36,11:46,12:19,10,33,Atendido,Idoso,FUN0004,4,Sistema lento
SNH0005912,Cazenga,KXM-CAZ,4,Actualização de Dados,2025-03-29,09:53,11:27,12:04,94,37,Atendido,Normal,FUN0003,4,Cliente satisfeito
SNH0018946,Benfica,KXM-BEN,2,Actualização de Dados,2025-03-14,10:01,10:22,10:58,21,36,Atendido,Normal,FUN0014,4,
SNH0012510,Miramar,KXM-MIR,2,Depósito,10/03/2025,09:10,10:20,,70,14,Desistiu,Gestante,FUN0023,4,Cliente voltará amanhã
SNH0013649,Rangel,KXM-RAN,1,,11/03/2025,13:14,15:11,15:23,117,12,Reagendado,Idoso,FUN0047,4,Problema com o cartão
SNH0006079,MAIANGA,KXM-CAZ,3,Depósito,07/01/2025,13:45,15:32,15:43,107,11,Atendido,Idoso,FUN0001,4,
SNH0011902,Cazenga,KXM-CAZ,3,,04/02/2025,,13:41,14:18,110,37,Atendido,Normal,FUN0005,4,Impressora com falha
SNH0006071,Samba,KXM-SAM,1,Actualização de Dados,2025-03-03,10:13,11:01,11:34,48,33,Atendido,Empresa,FUN0050,4,
SNH0017926,Rangel,KXM-RAN,4,Transferência,10/01/2025,13:15,13:51,14:02,36,11,Desistiu,Normal,FUN0029,4,
SNH0002529,Miramar,KXM-MIR,2,Pagamento de Serviços,2025-01-02,13:34,15:28,16:02,114,34,Atendido,Idoso,FUN0034,4,
SNH0004450,Benfica,KXM-BEN,3,Crédito,21-02-2025,13:38,15:21,15:45,103,24,Atendido,Normal,FUN0006,4,
SNH0006304,Talatona,KXM-TAL,3,Transferência,2025-01-25,09:59,11:25,11:57,86,32,Atendido,Normal,FUN0041,4,
SNH0019876,Rangel,KXM-RAN,4,Actualização de Dados,2025-03-10,10:10,10:44,10:59,34,15,Atendido,Idoso,FUN0029,4,Problema com o cartão
SNH0009514,Miramar,KXM-MIR,3,Abertura de conta,30-01-2025,08:42,10:39,11:11,117,32,Atendido,Normal,FUN0047,4,
SN16616,Cazenga,KXM-CAZ,2,Actualização de Dados,21/03/2025,13:17,14:56,,99,44,Desistiu,Gestante,FUN0017,4,
SNH0007790,Viana,KXM-VIA,4,Abertura de Conta,07/01/2025,10:33,12:16,12:31,103,-10,Desistiu,Gestante,FUN0043,4,
SNH0004824,Miramar,KXM-MIR,1,Levantamento,20-03-2025,14:37,15:10,15:15,33,5,Atendido,Normal,FUN0040,4,Sistema lento
SNH0008412,Samba,KXM-SAM,2,Depósito ,27/02/2025,14:58,14:59,15:42,1,43,Desistiu,Normal,FUN0025,4,
SNH0017630,MAIANGA,KXM-SAM,4,Crédito,2025-03-26,09:48,11:27,12:10,99,43,Atendido,Empresa,FUN0018,4,Atendimento prioritário solicitado
SNH0004714,Talatona,KXM-TAL,2,Abertura de Conta,10/02/2025,11:06,12:29,12:33,83,4,Atendido,Idoso,FUN0044,4,
SNH0003298,Samba,KXM-SAM,3,Abertura de Conta,2025/03/05,10:14,11:09,11:35,55,26,Atendido,Normal,FUN0005,4,
SNH0017647,Rangel,KXM-RAN,4,Depósit0,2025-03-01,10:54,11:29,12:02,35,33,Atendido,Normal,FUN0048,4,Falta de documentos
SNH0005691,Miramar,KXM-MIR,4,Pagamento de Serviços,19/03/2025,08:12,10:00,10:38,108,38,Atendido,Normal,FUN0003,4,
SNH0003725,Miramar,KXM-MIR,4,Depósito,19/03/2025,13:59,14:20,14:43,932,23,Atendido,Idoso,FUN0025,4,
SNH0004342,Viana,KXM-VIA,1,Abertura de Conta,18/01/2025,09:00,09:48,10:17,48,29,Desistiu,Gestante,FUN0003,4,Cliente satisfeito
SNH0006224,Viana,KXM-VIA,3,Abertura de Conta,2025/02/26,10:48,12:17,12:58,89,41,Atendido,Gestante,FUN0030,4,Sistema lento
SNH0014759,Rangel,KXM-RAN,3,,2025/03/24,10:42,11:45,12:24,63,39,Atendido,IDOSO,FUN0017,4,Cliente reclamou do tempo de espera
SNH0019537,Talatona,KXM-TAL,2,Abertura de Conta,28/01/2025,15:00,14:13,08:37,42,34,Atendido,Gestante,FUN0033,4,Impressora com falha
SNH0007132,Cazenga,KXM-CAZ,1,Abertura de Conta,24/02/2025,13:31,14:09,,38,27,Desistiu,Normal,FUN0041,4,Impressora com falha
SN4236,Benfica,KXM-BEN,4,Tranferência,2025-02-01,,09:16,09:28,55,12,Reagendado,Normal,FUN0050,4,Cliente reclamou do tempo de espera
SNH0015280,Samba,KXM-SAM,3,Levantamento,2025-03-24,12:10,12:47,13:03,37,16,Atendido,Empresa,FUN0047,4,Cliente voltará amanhã
SNH0009044,Maianga,KXM-MAI,4,deposito,11/02/2025,13:53,14:04,14:39,11,35,Atendido,Empresa,FUN0019,4,
SNH0010117,Kilamba,KXM-KIL,4,Abertura de Conta,30/01/2025,09:17,10:39,11:18,82,39,Atendido,Normal,FUN0038,4,
SNH0001401,Kilamba,KXM-KIL,4,Crédito,02/01/2025,11:13,12:43,12:48,90,5,Atendido,Normal,FUN0032,4,
SNH0015629,Kilamba,KXM-KIL,4,Abertura de Conta,31/03/2025,12:05,13:15,13:18,70,3,Atendido,Idoso,FUN0032,4,
SNH0017050,Maianga,KXM-MAI,4,Actualização de Dados,2025-03-06,13:33,13:37,14:14,4,37,Atendido,Normal,FUN0002,4,Falta de documentos
SNH0011687,Miramar,KXM-MIR,3,Crédito,28/03/2025,14:11,14:18,14:52,7,34,Atendido,Idoso,FUN0046,4,Sem energia - sistema reiniciado
SNH0012009,Viana,KXM-VIA,4,,2025-03-08,09:25,10:57,11:19,92,22,Atendido,Normal,FUN0037,4,Atendimento prioritário solicitado
SN16796,Ingombota,KXM-ING,4,Pagamento de Serviços,14-02-2025,12:23,12:27,13:06,4,39,Atendido,Normal,FUN0041,4,Sistema lento
SNH0000077,Cazenga,KXM-CAZ,2,Transferência,11/02/2025,10:37,11:40,11:44,63,4,Atendido,Normal,FUN0030,4,
SNH0011115,MAIANGA,KXM-ING,1,Transferência,04/03/2025,08:06,09:39,09:45,93,6,Atendido,Idoso,FUN0024,4,
SNH0001626,Talatona,KXM-TAL,1,Transferência,08/03/2025,08:07,09:55,10:03,108,-1,Desistiu,Normal,,4,Cliente voltará amanhã
SNH0015719,Benfica,KXM-BEN,2,Levantamento,2025-01-29,12:44,13:19,14:03,35,44,Reagendado,Normal,FUN0019,4,Sistema lento
SNH0012701,Maianga,KXM-MAI,3,pagamento de serviços,29/03/2025,14:12,14:49,14:53,37,4,Atendido,Normal,FUN0043,4,Cliente voltará amanhã
SNH0019701,Viana,KXM-VIA,1,Transferência,2025-02-08,12:52,13:00,13:35,8,35,Atendido,Empresa,FUN0019,4,Sistema lento
SNH0019669,Benfica,KXM-BEN,2,Pagamento de Serviços,2025/01/22,08:50,09:34,10:07,0,33,Atendido,Gestante,FUN0016,4,
SNH0005173,Rangel,KXM-RAN,1,Levantamento,26/02/2025,11:49,12:28,12:54,39,26,Atendido,Normal,FUN0008,4,Atendimento prioritário solicitado
SNH0002389,Kilamba,KXM-KIL,3,Levantamento,2025-03-01,08:56,09:43,,47,40,Desistiu,Normal,,4,Sem energia - sistema reiniciado
SNH0005861,Maianga,KXM-MAI,2,Pagamento de Serviços,09/01/2025,14:09,14:41,15:17,32,36,Atendido,Normal,FUN0004,4,
SNH0001411,Kilamba ,KXM-ING,4,Crédito,14/02/2025,12:26,13:29,14:02,63,33,Atendido,Normal,FUN0024,4,Cliente satisfeito
SNH0011362,Rangel,KXM-RAN,4,Pagamento de Serviços,24/03/2025,13:54,13:55,14:37,1,42,Atendido,Normal,FUN0043,4,
SNH0014161,Talatona,KXM-TAL,1,Transferência,2025/01/28,14:39,14:39,15:02,0,23,Atendido,Empresa,FUN0039,4,Impressora com falha
SNH0013361,Talatona,KXM-TAL,4, Levantamento,2025/01/15,09:33,10:43,11:03,70,20,Atendido,Normal,FUN0043,4,
SNH0014765,Benfica,KXM-BEN,1,Crédito,27/01/2025,13:06,15:04,15:24,118,20,Atendido,Empresa,FUN0044,4,Sem energia - sistema reiniciado
SN689,Samba,KXM-SAM,3,Pagamento de Serviços,03/02/2025,14:13,14:49,15:30,36,41,Atendido,Idoso,FUN0027,4,Impressora com falha
SNH0008082,Kilamba ,KXM-MIR,4,Deposito,17/03/2025,13:36,11:28,10:37,49,23,Reagendado,Normal,FUN0018,4,
SNH0015552,Maianga,KXM-MAI,2,Pagamento de Serviços,2025-01-02,13:22,13:29,14:00,7,31,Atendido,Empresa,FUN0043,4,Cliente reclamou do tempo de espera
SNH0003781,Miramar,KXM-MIR,4,Transferência,03/02/2025,08:36,10:31,11:16,115,45,Atendido,Gestante,FUN0016,4,Cliente voltará amanhã
SNH0016910,Maianga,KXM-MAI,4,Actualização de Dados,18/01/2025,12:44,13:05,13:27,21,22,Reagendado,Empresa,FUN0015,4,Atendimento prioritário solicitado
SN19875,Miramar,KXM-MIR,1,Pagamento de Serviços,2025/03/05,11:52,12:23,13:05,31,42,Atendido,Idoso,FUN0002,4,
SNH0014416,Cazenga,KXM-CAZ,4,Actualização de Dados,29/03/2025,14:12,14:11,08:10,100,3,Atendido,Normal,FUN0017,4,Atendimento prioritário solicitado
SNH0012290,Talatona,KXM-TAL,2,Depósito,11/03/2025,14:19,15:57,16:08,98,11,Atendido,Normal,FUN0009,4,Cliente reclamou do tempo de espera
SNH0013399,Rangel,KXM-RAN,1,Transferência,15-02-2025,09:39,11:00,,81,7,Desistiu,Normal,FUN0009,4,
SNH0000774,Benfica,KXM-BEN,1, Levantamento,2025-03-18,08:08,09:06,09:34,0,28,Reagendado,Normal,FUN0018,4,
SNH0005100,Talatona,KXM-TAL,2,Actualização de Dados,25/01/2025,10:07,11:33,11:59,86,26,Atendido,Empresa,FUN0005,4,Cliente voltará amanhã
SN10411,Ingombota,KXM-ING,2,Transferência,10/03/2025,08:27,08:58,09:06,0,8,Desistiu,Normal,FUN0025,4,
SNH0017612,MAIANGA,KXM-VIA,2,Abertura de Conta,2025-01-03,12:16,14:06,14:22,110,16,Reagendado,Normal,FUN0030,4,
SNH0003048,Talatona,KXM-TAL,4,CRÉDITO,10/03/2025,09:01,09:51,10:06,50,15,Atendido,gestante,FUN0006,4,
SNH0001624,Benfica,KXM-BEN,4,Abertura de Conta,02/01/2025,10:26,12:13,12:28,107,15,Atendido,Normal,,4,
SNH0018317,Maianga,KXM-MAI,1,Actualização de Dados,11/01/2025,,09:28,09:44,77,16,Reagendado,Idoso,FUN0005,4,Cliente voltará amanhã
SNH0019153,Kilamba,KXM-KIL,2,Pagamento de Serviços,2025-01-17,09:46,09:51,10:25,5,-4,Reagendado,Normal,FUN0016,4,
SNH0019370,Benfica,KXM-BEN,4,Abertura de Conta,16-01-2025,14:24,15:35,16:05,71,30,Atendido,Idoso,FUN0011,4,
SNH0006613,Viana,KXM-VIA,3,Abertura de conta,15/02/2025,13:45,14:44,14:58,59,14,Atendido,Normal,FUN0041,4,
SNH0006232,Talatona,KXM-TAL,4,Depósito,17/01/2025,08:32,09:21,09:29,49,8,Reagendado,Gestante,FUN0047,4,Cliente voltará amanhã
SNH0011461,Viana,KXM-VIA,4,Pagamento de Serviços,19/03/2025,11:44,13:05,13:36,81,31,Desistiu,Normal,FUN0010,4,Cliente voltará amanhã
SNH0013765,Cazenga,KXM-CAZ,1,Levantamento,05/02/2025,,12:08,12:31,54,23,Atendido,Normal,FUN0039,4,Atendimento prioritário solicitado
SNH0013673,Cazenga,KXM-CAZ,1,Depósito ,14/03/2025,14:41,15:20,15:39,-1,19,Atendido,Normal,FUN0005,4,Sistema lento
SNH0018804,Miramar,KXM-MIR,4,Abertura de Conta,2025-03-14,11:14,11:31,12:02,17,31,Atendido,Normal,FUN0028,4,
SNH0001550,Miramar,KXM-MIR,4,Pagamento de Serviços,07-02-2025,12:49,12:57,13:08,8,11,Atendido,Idoso,FUN0003,4,
SNH0003507,Miramar,KXM-MIR,2,Depósito,2025-02-22,,14:54,15:26,115,32,Atendido,Empresa,FUN0040,4,Sem energia - sistema reiniciado
SEN-0014823,Talatona,KXM-TAL,4,Transferência,2025-03-10,13:43,15:05,,82,4,Reagendado,Normal,FUN0039,4,Falta de documentos
SNH0015095,Samba,KXM-SAM,3,Crédito,03/02/2025,10:54,12:17,12:46,913,29,Atendido,Idoso,FUN0021,4,Cliente reclamou do tempo de espera
SNH0012921,Maianga,KXM-MAI,3,pagamento de serviços,13/02/2025,,10:39,11:08,21,29,Atendido,Empresa,FUN0029,4,Cliente satisfeito
SNH0016164,Samba,KXM-SAM,1,Levantamento,2025-03-26,09:31,10:41,11:11,70,30,Reagendado,Normal,FUN0023,4,Cliente reclamou do tempo de espera
SEN-0011475,Miramar,KXM-MIR,2,Depósito,2025-03-08,14:38,14:57,15:14,19,17,Atendido,Normal,FUN0030,4,Sistema lento
SNH0000545,Kilamba,KXM-KIL,1,Actualização de Dados,2025-02-17,09:57,11:26,11:34,89,8,Atendido,Gestante,FUN0031,4,
SNH0000529,Benfica,KXM-BEN,4,Depósito,2025/02/04,,13:48,,19,40,Desistiu,Normal,FUN0024,4,Cliente reclamou do tempo de espera
SNH0015943,Miramar,KXM-MIR,3,Actualização de Dados,24-02-2025,10:31,12:19,,108,37,Desistiu,Empresa,FUN0013,4,Impressora com falha
SNH0018842,Samba,KXM-SAM,4,Transferência,03-02-2025,08:55,10:08,10:48,73,40,Atendido,Normal,FUN0048,4,Impressora com falha
SNH0011713,Miramar,KXM-MIR,2,Depósito,04/01/2025,09:41,09:41,09:51,0,10,Atendido,Normal,FUN0005,4,Cliente voltará amanhã
SNH0014067,Samba,KXM-SAM,2,pagamento de serviços,08/03/2025,11:06,11:25,11:30,19,-14,Desistiu,Normal,FUN0003,4,Cliente satisfeito
SNH0016795,Samba,KXM-SAM,1,Actualização de Dados,19/02/2025,14:49,16:39,16:45,110,6,Atendido,Normal,FUN0009,4,
SNH0010864,Cazenga,KXM-CAZ,4,Depósito,23/01/2025,14:47,15:13,15:51,26,38,Atendido,Idoso,FUN0024,4,Problema com o cartão
SNH0004031,Miramar,KXM-MIR,1,Actualização de Dados,2025/01/27,12:23,14:13,14:53,110,40,Atendido,Normal,FUN0002,4,Sem energia - sistema reiniciado
SNH0016972,Rangel,KXM-RAN,1,Transferência,14/02/2025,14:37,12:30,08:44,0,34,Atendido,Idoso,FUN0045,4,
SNH0008488,Maianga,KXM-MAI,3,Transferência,19/02/2025,12:07,13:19,13:37,72,18,Atendido,Idoso,FUN0029,4,Cliente voltará amanhã
SNH0006371,Maianga,KXM-MAI,4,Crédito,17/03/2025,13:08,13:27,13:41,-29,14,Desistiu,Normal,FUN0044,4,Problema com o cartão
SNH0005764,Samba,KXM-SAM,4,Levantamento,2025-01-06,10:49,12:28,12:49,99,21,Atendido,Normal,FUN0035,4,
SNH0010758,Cazenga,KXM-CAZ,2,Levantamento,2025-03-22,11:41,13:08,13:25,87,17,Atendido,Gestante,FUN0002,4,
SNH0003270,Kilamba,KXM-KIL,3,Pagamento de Serviços,2025-03-11,13:07,13:12,13:34,5,22,Atendido,Normal,FUN0026,4,
SNH0012456,Samba,KXM-SAM,1,Depósito,23/01/2025,12:47,13:28,14:06,41,38,Atendido,Empresa,FUN0009,4,Atendimento prioritário solicitado
SNH0019523,Ingombota,KXM-ING,4,Pagamento de Serviços,27/02/2025,11:17,12:31,13:07,74,36,Atendido,Empresa ,FUN0047,4,Sem energia - sistema reiniciado
SNH0013478,Kilamba,KXM-KIL,3,Pagamento de Serviços,07/03/2025,14:37,14:58,,21,44,Atendido,Normal,FUN0003,4,Impressora com falha
SNH0010639,Samba,KXM-SAM,1,Abertura de Conta,2025-03-28,14:48,15:26,15:48,38,22,Atendido,Empresa,FUN0018,4,
SNH0009970,Miramar,KXM-MIR,1,Depósito,20/01/2025,14:26,15:10,15:46,44,36,Atendido,Normal,FUN0002,4,Falta de documentos
SNH0019702,Miramar,KXM-MIR,3,Actualização de Dados,2025-02-14,14:31,15:32,,61,18,Desistiu,Gestante,FUN0038,4,Atendimento prioritário solicitado
SNH0006341,Benfica,KXM-BEN,4,Abertura de conta,2025/01/08,14:35,14:45,15:25,10,40,Atendido,Empresa,FUN0017,4,
SNH0003890,Miramar,KXM-MIR,1,Abertura de Conta,2025-03-03,09:54,11:14,11:59,80,45,Reagendado,Empresa,FUN0041,4,Problema com o cartão
SNH0003409,Viana,KXM-VIA,1,Crédito,17/01/2025,10:01,11:11,11:32,70,21,Reagendado,Normal,FUN0006,4,
SNH0011088,Samba,KXM-SAM,1,Transferência,07/03/2025,10:13,11:01,11:18,0,17,Atendido,Empresa,FUN0004,4,
SNH0013069,Maianga,KXM-MAI,4,Crédito,2025-01-27,13:32,14:15,14:25,43,10,Atendido,Normal,FUN0049,4,Cliente reclamou do tempo de espera
SNH0000354,Kilamba,KXM-KIL,1,Pagamento de Serviços,2025-02-28,08:16,10:01,10:42,105,41,Atendido,Normal,FUN0005,4,Impressora com falha
SNH0019550,Viana,KXM-VIA,1,Crédito,10-03-2025,08:43,08:56,09:18,13,22,Atendido,Normal,FUN0026,4,
SNH0015927,Miramar,KXM-MIR,3,Pagamento de Serviços,04/01/2025,13:37,15:25,15:59,108,356,Desistiu,Normal,FUN0036,4,
SNH0007660,Viana,KXM-VIA,4,Depósito,22/02/2025,08:03,09:18,09:23,75,5,Atendido,Normal,FUN0012,4,
SNH0000450,Viana,KXM-VIA,3,Abertura de Conta,10-03-2025,11:20,12:35,13:04,75,29,Reagendado,IDOSO,FUN0013,4,
SNH0005322,Viana,KXM-VIA,4,Pagamento de Serviços,17/02/2025,11:28,12:25,13:10,57,45,Atendido,Normal,FUN0009,4,Sistema lento
SNH0014871,Rangel,KXM-RAN,1,Transferência,2025/03/29,,12:32,13:02,69,30,Atendido,Idoso,FUN0042,4,Atendimento prioritário solicitado
SNH0015536,Kilamba,KXM-KIL,3,Pagamento de Serviços,19/02/2025,13:02,14:25,14:44,83,19,Desistiu,gestante,FUN0021,4,Cliente satisfeito
SNH0005140, Cazenga,KXM-CAZ,3,Transferência,2025/02/19,12:39,12:39,13:06,0,27,Atendido,Gestante,,4,Atendimento prioritário solicitado
SNH0018730,Benfica,KXM-BEN,4,Actualização de Dados,18-02-2025,15:00,11:58,09:11,0,22,Atendido,Normal,FUN0016,4,Atendimento prioritário solicitado
SNH0018436,Kilamba,KXM-KIL,1,Pagamento de Serviços,2025-01-31,08:15,09:32,10:04,77,-18,Atendido,Normal,FUN0006,4,
SNH0001780,Ingombota,KXM-ING,2,Crédito,13/03/2025,10:41,11:37,12:07,56,30,Atendido,Empresa,FUN0034,4,
SNH0007745,Viana,KXM-VIA,1,Levantamento,18/01/2025,09:15,10:14,10:46,59,32,Atendido,Empresa,FUN0047,4,
SNH0011159,Rangel,KXM-RAN,3,Depósito,14/03/2025,11:52,13:12,13:21,80,9,Atendido,Normal,FUN0017,4,
SNH0004521,Talatona,KXM-TAL,2,Levantamento,03/01/2025,10:20,12:04,,104,12,Desistiu,Normal,FUN0028,4,Sistema lento
SN18380,Benfica,KXM-BEN,3,Crédito,02/01/2025,11:01,11:52,12:33,51,380,Atendido,Gestante,FUN0012,4,Falta de documentos
SNH0009798,Maianga,KXM-MAI,4,Crédito,24/01/2025,08:20,10:17,10:26,117,9,Desistiu,Idoso,FUN0008,4,
SNH0000495,Samba,KXM-SAM,1,,15/01/2025,12:26,14:01,14:11,95,10,Atendido,Normal,FUN0008,4,
SNH0000788,Maianga,KXM-MAI,1,Pagamento de Serviços,12/02/2025,08:14,09:39,10:20,85,41,Atendido,Normal,FUN0006,4,
SNH0019593,Kilamba,KXM-KIL,1,deposito,13/03/2025,13:29,15:16,15:28,107,12,Atendido,Normal,FUN0037,4,
SEN-0008936,Maianga,KXM-MAI,1,Tranferência,13-01-2025,13:07,14:15,,68,14,Atendido,Normal,FUN0024,4,
SNH0019119,Kilamba,KXM-KIL,3,Depósito,10/03/2025,14:44,15:04,15:26,20,22,Atendido,Normal,FUN0015,4,
SNH0006066,Benfica,KXM-BEN,1,Levantamento,17/01/2025,08:42,10:16,10:46,94,30,Atendido,Empresa,FUN0037,4,
SNH0016285,Cazenga,KXM-CAZ,4,Depósito,2025-01-15,10:20,10:49,11:29,29,40,Atendido,Normal,FUN0028,4,
SNH0015236,Viana,KXM-VIA,1,Abertura de Conta,17/01/2025,09:51,11:21,12:06,90,45,Atendido,Normal,FUN0039,4,Impressora com falha
SNH0014776,Talatona,KXM-TAL,4,Tranferência,2025-03-26,09:04,09:40,09:44,36,4,Atendido,Empresa,FUN0026,4,
SNH0008595,Miramar,KXM-MIR,4,Levantamento,13/01/2025,12:18,13:00,13:33,42,33,Atendido,Empresa,FUN0041,4,
SNH0012341,Ingombota,KXM-ING,3,Depósito,2025-02-24,09:06,10:00,10:34,54,34,Atendido,Idoso,FUN0008,4,
SNH0018623,Rangel,KXM-RAN,3,Levantamento,15/01/2025,08:56,09:42,09:58,46,16,Atendido,Empresa,FUN0010,4,Sem energia - sistema reiniciado
SNH0017313,Benfica,KXM-BEN,2,Depósito,09/01/2025,14:25,16:15,,110,4,Atendido,Normal,FUN0047,4,
SNH0006877,Samba,KXM-SAM,1,Pagamento de Serviços,2025-01-24,08:41,09:53,10:00,72,7,Atendido,Normal,FUN0030,4,Sem energia - sistema reiniciado
SNH0011567,Miramar,KXM-MIR,4,Depósito,2025-01-27,09:06,12:44,09:51,25,28,Atendido,Normal,FUN0030,4,
SNH0006113,Cazenga,KXM-CAZ,4,Actualização de Dados,18/02/2025,08:02,08:10,08:31,8,21,Atendido,Normal,FUN0007,4,Atendimento prioritário solicitado
SNH0017507,Miramar,KXM-MIR,4,Transferência,2025-01-21,10:32,10:55,11:40,23,-5,Atendido,Normal,FUN0019,4,Cliente satisfeito
SNH0011444,Cazenga,KXM-CAZ,3,Transferência,2025-01-20,13:57,14:12,14:36,15,24,Atendido,Idoso,FUN0044,4,
SNH0011494,Ingombota,KXM-ING,1,Abertura de Conta,15/02/2025,14:45,14:50,15:11,5,21,Atendido,Gestante,FUN0009,4,
SNH0017444,Maianga,KXM-MAI,2,Transferência,10-02-2025,10:42,11:48,12:33,66,45,Atendido,Normal,FUN0045,4,
SNH0010305,Maianga,KXM-MAI,4, Levantamento,20/01/2025,14:09,14:23,14:59,14,36,Atendido,Normal,FUN0025,4,Problema com o cartão
SNH0004067,Samba,KXM-SAM,2,Abertura de Conta,2025/03/08,09:13,10:49,11:31,96,42,Reagendado,Idoso,FUN0030,4,
SNH0013604,Talatona,KXM-TAL,3,Levantamento,24/02/2025,10:12,11:40,11:52,0,12,Atendido,Normal,FUN0024,4,Cliente voltará amanhã
SNH0002505,Miramar,KXM-MIR,3,deposito,2025-03-06,13:49,15:42,16:25,-5,43,Atendido,Empresa,FUN0003,4,
SEN-0010223,Rangel,KXM-RAN,3,Transferência,26/02/2025,12:31,13:52,14:21,81,29,Atendido,Empresa,FUN0046,4,Atendimento prioritário solicitado
SNH0010693,Talatona,KXM-TAL,3,Abertura de Conta,01-03-2025,14:01,15:18,15:46,77,28,Reagendado,Normal,FUN0022,4,
SNH0016413,Samba,KXM-SAM,2,Abertura de conta,13/03/2025,09:38,10:21,10:44,43,23,Atendido,Idoso,FUN0027,4,Impressora com falha
SNH0005941,Maianga,KXM-MAI,1,Abertura de Conta,2025-01-28,14:58,16:08,16:14,70,-14,Atendido,Normal,,4,
SNH0013771,Miramar,KXM-MIR,2,Actualização de Dados,02/01/2025,14:43,16:30,,107,41,Desistiu,Idoso,FUN0001,4,Cliente satisfeito
SNH0007442,Maianga,KXM-MAI,2,Tranferência,2025-02-27,14:24,16:18,16:52,114,34,Atendido,Normal,FUN0030,4,
SNH0002794,Maianga,KXM-MAI,3,Crédito,24/02/2025,13:54,15:36,16:09,102,33,Atendido,Normal,FUN0002,4,Impressora com falha
SNH0009624,Rangel,KXM-RAN,4,Depósito,04/03/2025,12:40,13:23,13:40,43,17,Desistiu,Normal,FUN0023,4,
SNH0008876,Talatona,KXM-TAL,2,Transferência,26/02/2025,09:30,10:37,11:13,67,36,Atendido,Gestante,FUN0041,4,Cliente reclamou do tempo de espera
SNH0011571,Benfica,KXM-BEN,4,Actualização de Dados,10/01/2025,10:25,12:10,,105,18,Desistiu,Normal,FUN0045,4,Atendimento prioritário solicitado
SNH0018279,Viana ,KXM-MAI,4,Pagamento de Serviços,17/03/2025,12:17,13:41,,84,12,Atendido,Idoso,FUN0011,4,Falta de documentos
SNH0005986,Kilamba,KXM-KIL,4,Depósito,01/02/2025,13:39,14:34,15:10,55,36,Atendido,Normal,FUN0001,4,
SNH0006486,Cazenga,KXM-CAZ,3,Abertura de Conta,17/02/2025,12:49,13:37,13:58,48,21,Reagendado,Empresa,FUN0015,4,Problema com o cartão
SNH0010717,Ingombota,KXM-ING,3,Actualização de Dados,2025-01-29,10:29,11:58,12:04,-1,6,Atendido,Normal,FUN0001,4,Atendimento prioritário solicitado
SNH0007796,Miramar,KXM-MIR,2,Depósito,2025/02/11,14:27,15:21,15:25,54,239,Atendido,Idoso,FUN0028,4,Falta de documentos
SNH0003503,Rangel,KXM-RAN,3,Pagamento de Serviços,07/02/2025,11:10,11:41,12:08,31,27,Atendido,Normal,,4,
SNH0018930,Benfica,KXM-BEN,1,Depósito,2025-01-10,09:28,10:15,10:25,47,10,Reagendado,Gestante,FUN0044,4,Sem energia - sistema reiniciado
SNH0007562,Viana,KXM-VIA,2,Actualização de Dados,14/02/2025,10:29,11:01,11:24,32,23,Atendido,Normal,FUN0014,4,
SNH0019040,Miramar,KXM-MIR,2,Actualização de Dados,2025/01/28,09:30,09:38,10:16,0,38,Atendido,Gestante,FUN0022,4,
SNH0016403,Rangel,KXM-RAN,1,Depósit0,2025-03-12,09:43,11:15,11:27,92,12,Atendido,Idoso,FUN0028,4,Falta de documentos
SNH0017556,Kilamba,KXM-KIL,4,Pagamento de Serviços,2025-02-15,11:04,12:31,13:10,87,39,Atendido,Idoso,FUN0040,4,
SNH0002029,Samba,KXM-SAM,1,Transferência,14/03/2025,11:37,12:40,13:01,63,21,Atendido,Normal,FUN0024,4,Impressora com falha
